NAZEV SOUBORU                        |           VELIKOST          |           PIXELS          |   byte/ pixel      
datasets/scan_book/compressed/CCBG83003_4.jp2 | 45740737B | 33660000px | 1.35890484254
datasets/scan_book/compressed/CCBG83004_6.jp2 | 40901336B | 33660000px | 1.21513178847
datasets/scan_book/compressed/CCBG83037_1.jp2 | 57283702B | 33660000px | 1.70183309566
datasets/scan_book/compressed/CCBG83017_6.jp2 | 41782413B | 33660000px | 1.24130757576
datasets/scan_book/compressed/CCBG83073_1.jp2 | 51994561B | 33660000px | 1.54469878194
datasets/scan_book/compressed/CCBG83037_4.jp2 | 47404924B | 33660000px | 1.40834592989
datasets/scan_book/compressed/CCBG83223_8.jp2 | 53124655B | 33660000px | 1.57827257873
datasets/scan_book/compressed/CCBG83023_7.jp2 | 43394878B | 33660000px | 1.28921206179
datasets/scan_book/compressed/CCBG83005_3.jp2 | 47067962B | 33660000px | 1.39833517528
datasets/scan_book/compressed/CCBG83019_3.jp2 | 46483635B | 33660000px | 1.3809754902
datasets/scan_book/compressed/CCBG83224_4.jp2 | 43800994B | 33660000px | 1.30127730244
datasets/scan_book/compressed/CCBG83005_9.jp2 | 46890561B | 33660000px | 1.39306479501
datasets/scan_book/compressed/CCBG83073_5.jp2 | 39008740B | 33660000px | 1.15890493167
datasets/scan_book/compressed/CCBG83090_9.jp2 | 40893687B | 33660000px | 1.21490454545
datasets/scan_book/compressed/CCBG83055_4.jp2 | 48250324B | 33660000px | 1.43346179441
datasets/scan_book/compressed/CCBG83042_7.jp2 | 40152590B | 33660000px | 1.19288740345
datasets/scan_book/compressed/CCBG83035_5.jp2 | 38434342B | 33660000px | 1.14184022579
datasets/scan_book/compressed/CCBG83028_2.jp2 | 39777400B | 33660000px | 1.1817409388
datasets/scan_book/compressed/CCBG83023_9.jp2 | 43393983B | 33660000px | 1.28918547237
datasets/scan_book/compressed/CCBG83019_4.jp2 | 46372737B | 33660000px | 1.37768083779
datasets/scan_book/compressed/CCBG83067_3.jp2 | 46162439B | 33660000px | 1.37143312537
datasets/scan_book/compressed/CCBG83040_3.jp2 | 49263368B | 33660000px | 1.46355816993
datasets/scan_book/compressed/CCBG83222_4.jp2 | 37327287B | 33660000px | 1.10895089127
datasets/scan_book/compressed/CCBG83073_8.jp2 | 38997404B | 33660000px | 1.15856815211
datasets/scan_book/compressed/CCBG83017_8.jp2 | 41778852B | 33660000px | 1.24120178253
datasets/scan_book/compressed/CCBG83222_9.jp2 | 37311637B | 33660000px | 1.10848594771
datasets/scan_book/compressed/CCBG83029_3.jp2 | 51335223B | 33660000px | 1.52511060606
datasets/scan_book/compressed/CCBG83015_8.jp2 | 41141516B | 33660000px | 1.22226726084
datasets/scan_book/compressed/CCBG83027_8.jp2 | 51889004B | 33660000px | 1.54156280452
datasets/scan_book/compressed/CCBG83042_4.jp2 | 40213360B | 33660000px | 1.19469281046
datasets/scan_book/compressed/CCBG83031_5.jp2 | 45699903B | 33660000px | 1.35769171123
datasets/scan_book/compressed/CCBG83005_6.jp2 | 46892681B | 33660000px | 1.39312777778
datasets/scan_book/compressed/CCBG83005_1.jp2 | 58711571B | 33660000px | 1.74425344623
datasets/scan_book/compressed/CCBG83044_9.jp2 | 40308332B | 33660000px | 1.19751431967
datasets/scan_book/compressed/CCBG83065_5.jp2 | 44392492B | 33660000px | 1.31885002971
datasets/scan_book/compressed/CCBG83223_9.jp2 | 53124598B | 33660000px | 1.57827088532
datasets/scan_book/compressed/CCBG83223_2.jp2 | 54087070B | 33660000px | 1.60686482472
datasets/scan_book/compressed/CCBG83020_5.jp2 | 37566554B | 33660000px | 1.11605923945
datasets/scan_book/compressed/CCBG83089_4.jp2 | 38857349B | 33660000px | 1.15440727867
datasets/scan_book/compressed/CCBG83040_6.jp2 | 49129546B | 33660000px | 1.45958247178
datasets/scan_book/compressed/CCBG83042_8.jp2 | 40151631B | 33660000px | 1.19285891266
datasets/scan_book/compressed/CCBG83029_9.jp2 | 51241061B | 33660000px | 1.52231316102
datasets/scan_book/compressed/CCBG83015_4.jp2 | 41198826B | 33660000px | 1.22396987522
datasets/scan_book/compressed/CCBG83027_7.jp2 | 51889586B | 33660000px | 1.54158009507
datasets/scan_book/compressed/CCBG83020_9.jp2 | 37545522B | 33660000px | 1.11543440285
datasets/scan_book/compressed/CCBG83044_2.jp2 | 42105612B | 33660000px | 1.25090944742
datasets/scan_book/compressed/CCBG83021_6.jp2 | 50052685B | 33660000px | 1.48700787285
datasets/scan_book/compressed/CCBG83073_2.jp2 | 40903710B | 33660000px | 1.21520231729
datasets/scan_book/compressed/CCBG83028_3.jp2 | 38202765B | 33660000px | 1.13496033868
datasets/scan_book/compressed/CCBG83031_3.jp2 | 45852222B | 33660000px | 1.36221693405
datasets/scan_book/compressed/CCBG83067_1.jp2 | 57749728B | 33660000px | 1.7156781937
datasets/scan_book/compressed/CCBG83025_9.jp2 | 39636664B | 33660000px | 1.17755983363
datasets/scan_book/compressed/CCBG83222_5.jp2 | 37314981B | 33660000px | 1.10858529412
datasets/scan_book/compressed/CCBG83055_2.jp2 | 48839224B | 33660000px | 1.45095733809
datasets/scan_book/compressed/CCBG83005_7.jp2 | 46890915B | 33660000px | 1.39307531194
datasets/scan_book/compressed/CCBG83047_9.jp2 | 48414906B | 33660000px | 1.4383513369
datasets/scan_book/compressed/CCBG83023_1.jp2 | 53572023B | 33660000px | 1.59156336898
